# W: 35, PAA: 4, A: 12, S: exact
10.0,0.09179999999999999,0.0759333333333333,38722,1137,30785
15.0,0.1301,0.16023333333333334,38593,936,31915
20.0,0.15503333333333336,0.2177,40020,1039,33344
25.0,0.22560000000000002,0.26880000000000004,39495,948,30987
30.0,0.24919999999999998,0.3161666666666667,41055,951,33300
35.0,0.3306,0.3471333333333333,40964,990,30722
40.0,0.40159999999999996,0.3774333333333333,40838,996,31636
45.0,0.46230000000000004,0.42423333333333335,41796,1004,30896
50.0,0.5012,0.4736666666666667,40668,950,31115
55.0,0.5820333333333334,0.5489666666666666,39938,968,30988
60.0,0.6221666666666666,0.5842333333333334,40877,965,30872
10.0,0.10329999999999995,0.07263333333333333,41776,979,35159
15.0,0.12756666666666672,0.15676666666666672,41730,972,38158
20.0,0.14980000000000004,0.21576666666666666,40539,1034,35378
25.0,0.22016666666666662,0.27416666666666667,41584,1048,36896
30.0,0.279,0.33366666666666667,41698,987,32484
35.0,0.31556666666666666,0.3579,40414,987,33434
40.0,0.3762,0.3831333333333333,40402,1012,33480
45.0,0.4638333333333333,0.39990000000000003,42181,1009,38230
50.0,0.5144333333333333,0.4986666666666667,42316,1003,33206
55.0,0.5851999999999999,0.5253666666666666,43130,1113,36251
60.0,0.6339,0.5757333333333333,43004,991,29453
10.0,0.08633333333333337,0.07816666666666672,42082,1011,38224
15.0,0.12890000000000001,0.15859999999999996,44090,1013,35971
20.0,0.1673,0.2151333333333333,42113,965,40629
25.0,0.21999999999999997,0.2727666666666667,43063,1020,37783
30.0,0.2617666666666667,0.3355,43041,1001,37834
35.0,0.3238333333333333,0.3431333333333333,41747,960,37074
40.0,0.4003,0.39549999999999996,43200,1053,37797
45.0,0.44756666666666667,0.4227666666666666,44084,1063,38166
50.0,0.5239,0.4925333333333334,44777,1039,39011
55.0,0.5661333333333334,0.5192666666666667,42884,996,36212
60.0,0.6392333333333333,0.5883666666666667,43410,1071,34775
10.0,0.09293333333333331,0.07523333333333337,42796,985,40357
15.0,0.13706666666666667,0.15759999999999996,44734,1118,37908
20.0,0.14756666666666662,0.2154666666666667,43839,1073,40553
25.0,0.19986666666666664,0.2786666666666666,44709,1159,40999
30.0,0.2920666666666667,0.3330666666666666,44743,1119,43364
35.0,0.33420000000000005,0.35853333333333337,46065,1065,38971
40.0,0.3926666666666667,0.3952,46780,1058,43727
45.0,0.46853333333333336,0.4386,42958,1014,37071
50.0,0.5133,0.48163333333333336,42627,1043,37060
55.0,0.5888,0.5267999999999999,42109,969,34440
60.0,0.6361,0.5864666666666667,41716,1022,38549
10.0,0.0948,0.07663333333333333,40985,999,37102
15.0,0.14103333333333334,0.15613333333333335,41382,1032,39188
20.0,0.15913333333333335,0.21573333333333333,42365,1085,37569
25.0,0.2103666666666667,0.27046666666666663,42604,1011,37045
30.0,0.26916666666666667,0.3215,43666,1001,37970
35.0,0.3302333333333334,0.3522333333333333,43698,1006,37104
40.0,0.40069999999999995,0.3976333333333333,42413,989,36910
45.0,0.4540666666666666,0.4314,44601,1019,36866
50.0,0.5194666666666667,0.4713333333333334,42207,970,35860
55.0,0.5820333333333334,0.5225333333333333,43511,995,35800
60.0,0.6316999999999999,0.5943,41854,1048,35587
10.0,0.10109999999999997,0.07740000000000002,43716,931,40086
15.0,0.13463333333333338,0.15473333333333328,42807,1084,39069
20.0,0.1590666666666667,0.20886666666666664,43120,1014,39427
25.0,0.22440000000000004,0.2651,42729,994,37317
30.0,0.2847666666666666,0.3275,43663,1049,38973
35.0,0.33499999999999996,0.3653666666666666,42927,1033,34336
40.0,0.4017666666666667,0.3955333333333333,42909,1092,38794
45.0,0.44999999999999996,0.4371666666666667,43625,993,35577
50.0,0.5308666666666666,0.47706666666666664,44011,998,38654
55.0,0.5765666666666667,0.5281666666666667,43952,1018,36056
60.0,0.6391666666666667,0.5794,44679,1028,41663
10.0,0.08309999999999995,0.07926666666666671,46900,1046,44770
15.0,0.1264333333333333,0.15910000000000002,46803,1158,46016
20.0,0.16903333333333337,0.2118,47087,1177,42961
25.0,0.21566666666666667,0.2679666666666667,44264,1130,43823
30.0,0.26193333333333335,0.3309333333333333,46502,1110,42957
35.0,0.31376666666666664,0.35773333333333335,46370,1121,39943
40.0,0.3852,0.3837666666666667,44707,1013,39554
45.0,0.45963333333333334,0.4055333333333333,45649,1105,39021
50.0,0.5094000000000001,0.4618333333333333,45060,1122,37944
55.0,0.5687,0.5433333333333333,44420,1121,35957
60.0,0.6340333333333333,0.5744666666666667,44902,1080,37539
10.0,0.11116666666666664,0.07786666666666664,43576,1107,41826
15.0,0.11906666666666665,0.1533,43678,1099,43475
20.0,0.16679999999999995,0.21909999999999996,44481,1032,41433
25.0,0.23893333333333333,0.2763333333333333,45396,1028,41208
30.0,0.27416666666666667,0.32289999999999996,45786,980,43325
35.0,0.3169666666666666,0.3573333333333333,45747,1075,40456
40.0,0.38970000000000005,0.38580000000000003,43091,1013,41549
45.0,0.4645,0.41603333333333337,46906,1064,41815
50.0,0.5140666666666667,0.46086666666666665,43854,1084,42064
55.0,0.5725333333333333,0.5281,47023,1090,40574
60.0,0.6296333333333333,0.6045333333333334,44132,1075,42098
10.0,0.08413333333333328,0.07663333333333333,45356,1131,42882
15.0,0.1374333333333333,0.15590000000000004,43773,1016,42398
20.0,0.1745,0.21719999999999995,44590,1075,42402
25.0,0.2314666666666667,0.27516666666666667,42856,991,35077
30.0,0.26870000000000005,0.31843333333333335,43018,1015,37791
35.0,0.32776666666666665,0.3690333333333333,40430,960,34301
40.0,0.4000666666666667,0.389,42840,1023,34086
45.0,0.4447333333333333,0.4280333333333334,41663,1020,32953
50.0,0.5125333333333333,0.4629,41277,971,33188
55.0,0.5721666666666667,0.5345666666666666,42399,1007,35691
60.0,0.6407,0.5991333333333333,42242,987,36596
10.0,0.09160000000000001,0.07469999999999999,42575,1023,39171
15.0,0.1462,0.15936666666666666,42948,1019,38365
20.0,0.16683333333333328,0.21586666666666665,43355,1021,38698
25.0,0.20696666666666663,0.279,44759,1040,41013
30.0,0.26849999999999996,0.3180666666666667,43457,1083,39040
35.0,0.33530000000000004,0.3602333333333333,44475,1009,36351
40.0,0.3733666666666666,0.40569999999999995,41605,990,31492
45.0,0.4565,0.4355,41309,970,31903
50.0,0.5191,0.4927,41955,957,32709
55.0,0.5758,0.5047333333333333,42884,1035,31780
60.0,0.6225,0.5890333333333333,41204,1006,30775
